"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"57000992","20170905","20241126","美商勞倫斯科技股份有限公司台灣分公司","RT LAWRENCE CORPORATION, TAIWAN BRANCH(U.S.A.)","臺中市北區梅川西路三段65號11樓","11 F., No. 65, Sec. 3, Meichuan W. Rd., North Dist., Taichung City 404034, Taiwan (R.O.C.)","董O隆WINGLOONLAWRENCETONG","02-27771024","","有","有"
"57001161","19760416","20210815","大中鋼鐵股份有限公司","TAH CHUNG STEEL CORPORATION","臺北市松山區復興北路427巷26號1樓","1 F., No. 26, Ln. 427, Fuxing N. Rd., Songshan Dist., Taipei City 10542, Taiwan (R.O.C.)","余O燕","02-27181252","02-25452802","有","有"
"57001401","20170828","20210814","欣晟國際開發有限公司","EVERSHINE ,INTERNATIONAL DEVELOPMENT CO., LTD.","彰化縣和美鎮新庄里彰新路二段37巷1弄30號1樓","1 F., No. 30, Aly. 1, Ln. 37, Sec. 2, Zhangxin Rd., Xinzhuang Vil., Hemei Township, Changhua County 50854, Taiwan (R.O.C.)","呂O昇","04-7351295","04-7365907","有","有"
"57001583","20230920","20230920","利楹食品有限公司","Li Ying Food CO., LTD.","基隆市中山區中華路171號","No. 171, Zhonghua Rd., Zhongshan Dist., Keelung City 203005, Taiwan (R.O.C.)","陳O棋","02-24282899","","有","有"
"57001697","19800110","20230206","三久股份有限公司","SUNCUE COMPANY LTD.","臺中市大里區健民里仁化路105號","No. 105, Renhua Rd., Jianmin Vil., Dali Dist., Taichung City 41278, Taiwan (R.O.C.)","林O郎","04-23397171","04-23302939","有","有"
"57002400","20170830","20210816","塞席爾商樂博數位股份有限公司台灣分公司","(SEYCHELLES) LINE BROWN CORP TAIWAN BRANCH","臺北市信義區光復南路495號8樓之5","8F.-5, No. 495, Guangfu S. Rd., Xinyi Dist., Taipei City 11074, Taiwan (R.O.C.)","陳O鈞CHENBUO-CHUN","02-25210710","","有","有"
"57002416","19780505","20230629","大鐘印染股份有限公司","GREAT BELL PRINTING & DYEING CO., LTD.","桃園市中壢區青埔里新生路三段741號1樓","1F., No. 741, Sec. 3,  Xinsheng Rd., Qingpu Vil., Zhongli Dist.,  Taoyuan City 320, Taiwan (R.O.C.)","陳O雄","03-4531491","03-4531918","有","有"
"57002669","19750118","20220929","昇鑫企業股份有限公司","SHENG HSIN ENT. CO., LTD.","臺中市大肚區沙田路二段132巷50號","No. 50, Ln. 132, Sec. 2, Shatian Rd., Dadu Dist., Taichung City 432003, Taiwan (R.O.C.)","陳O國","04-26994048","04-26996170","有","有"
"57006102","20220812","20230801","百維堂企業有限公司","BAIWEITANG ENTERPRISE CO., LTD.","嘉義市西區福民里錦州一街69號一樓","1 F., No. 69, Jinzhou 1st St., Fumin Vil., West Dist., Chiayi City 600032, Taiwan (R.O.C.)","童O維","05-2380088","05-2386997","有","有"
"57007307","19751023","20230309","三明塑膠股份有限公司","SAN MANG PLASTICS CO., LTD.","臺中市大里區中興路一段26巷8號","No. 8, Ln. 26, Sec. 1, Zhongxing Rd., Dali Dist., Taichung City 412030, Taiwan (R.O.C.)","歐O璋","04-24931175","04-24932184","有","有"
