"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"59001808","20171207","20210812","達智顧問有限公司","Wise Consultant Ltd.","新北市汐止區新台五路1段93號18樓之3","18F.-3, No. 93, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22175, Taiwan (R.O.C.)","李O宏","03-5509941","","有","有"
"59002139","20180104","20210814","富臆實業有限公司","Fuyi electrical spare parts CO., LTD","彰化縣秀水鄉安溪村張厝巷34號","No. 34, Zhangcuo Ln., Xiushui Township, Changhua County 50447, Taiwan (R.O.C.)","張O素梅","04-7876868","04-7870606","有","有"
"59002166","20190523","20221029","美笛恩科技有限公司","Medium Co., Ltd.","新竹市北區金華里光華二街27巷10號1樓","1 F., No. 10, Ln. 27, Guanghua 2nd St., Jinhua Vil., North Dist., Hsinchu City 300080, Taiwan (R.O.C.)","許O君","0908826162","","有","有"
"59002187","20041125","20210811","政良機器廠","CHENG LIANG MACHINERY WORKS","彰化縣秀水鄉安溪村安溪街七六巷十三號","No. 13, Ln. 76, Anxi St., Xiushui Township, Changhua County 50447, Taiwan (R.O.C.)","林O鑾","04-7692369","04-7694418","有","有"
"59002264","20171212","20221210","豐毅木業有限公司","Fung Yi Wood Co., Ltd.","苗栗縣頭份市民生里11鄰銀河南路195巷2號","No. 2, Ln. 195, Yinhe S. Rd., 11th Neighborhood, Minsheng Vil., Toufen City, Miaoli County 351029, Taiwan (R.O.C.)","劉O雯","0981-272236","037-543041","無","無"
"59002314","20180201","20250617","路卡意技術顧問有限公司","Lucaii technology consultant Co., Ltd.","臺中市南屯區寶山里寶山一街116號","No. 116, Baoshan 1st St., Baoshan Vil., Nantun Dist., Taichung City 408019, Taiwan (R.O.C.)","陳O羽","04-8535325","","有","有"
"59002383","20191001","20240119","德力揚股份有限公司","Dailyoung Co.,Ltd.","新竹市東區龍山里長春街148巷9號1樓","1 F., No. 9, Ln. 148, Changchun St., Longshan Vil., East Dist., Hsinchu City 30072, Taiwan (R.O.C.)","","03-5772660","","無","無"
"59002573","20171219","20210814","逸碩科技股份有限公司","iSource Technology Co., Ltd.","新竹縣竹北市東平里嘉政十街28號1樓","1 F., No. 28, Jiazheng 10th St., Dongping Vil., Zhubei City, Hsinchu County 30274, Taiwan (R.O.C.)","林O學","03-6676918","","有","有"
"59002588","20171211","20230720","樺霖國際興業有限公司","GT LEAF CO,. LTD.","南投縣名間鄉松山村松嶺街196號1樓","1F., No. 196, Songling St., Songshan Vil., Mingjian Township,  Nantou County 551004, Taiwan (R.O.C.)","邱O美","049-2583581","049-2583581","無","無"
"59002623","19760416","20240124","正記機械工業股份有限公司","JENG JIH MACHINE INDUSTRIAL CO., LTD.","彰化縣彰化市磚磘里彰草路582巷1號","No. 1, Ln. 582, Zhangcao Rd., Changhua City, Changhua County 50067, Taiwan (R.O.C.)","許O昇","04-7612147","04-7613766","有","有"
"59002692","20030529","20210812","東源工業有限公司","TOAN YUAN INDUSTRIAL CO., LTD.","彰化縣和美鎮柑井里柑竹路130巷8弄8號","No. 8, Aly. 8, Ln. 130, Ganzhu Rd., Ganjing Vil., Hemei Township, Changhua County 50847, Taiwan (R.O.C.)","林O仁","047-552619","047-572208","有","有"
"59002905","20240424","20240424","討生活工程有限公司","Good Jobs Engineering CO., LTD.","新北市土城區學府路1段99巷10之2號4樓","4 F., No. 10-2, Ln. 99, Sec. 1, Xuefu Rd., Tucheng Dist., New Taipei City 236643, Taiwan (R.O.C.)","陳O竹","","","有","有"
"59003094","20171211","20210814","騰躍光電股份有限公司","Leap Optical Technology Corp.","新竹縣竹北市台元街26之1號","No. 26-1, Taiyuan St., Zhubei City, Hsinchu County 30288, Taiwan (R.O.C.)","黃O賢","","","有","有"
"59003307","20180815","20250103","安肽生醫科技股份有限公司","Antaimmu BioMed Co., Ltd.","新竹科學園區新竹市展業一路8號3樓","3 F., No. 8, Zhanye 1st Rd., East Dist., Hsinchu City 300091, Taiwan (R.O.C.)","林O青","03-6688801","03-6688805","有","有"
"59003799","19820505","20230526","久津實業股份有限公司","CHOU CHIN INDUSTRIAL CO., LTD.","彰化縣福興鄉興業路14號","No. 14, Xingye Rd., Fuxing Township, Changhua County 506027, Taiwan (R.O.C.)","王O賢","04-23128078#127","04-23129469","有","有"
"59004039","20220628","20231129","香港商酷星科技有限公司台灣分公司","(HONGKONG) Cooltech International Limited Taiwan Branch","新竹市東區光復路二段295號19樓之6","19 F.-6, No. 295, Sec. 2, Guangfu Rd., East Dist., Hsinchu City 300195, Taiwan (R.O.C.)","林O彤LIN,XIAOTONG","02-25678190","","有","有"
"59004066","20180117","20231014","台灣聯捷環控股份有限公司","Taiwan Link Biotechnology Co., Ltd.","彰化縣鹿港鎮玉順里中山路484號2樓","2 F., No. 484, Zhongshan Rd., Yushun Vil., Lukang Township, Changhua County 50563, Taiwan (R.O.C.)","","04-7777443","04-7775903","無","無"
"59004495","20171215","20210812","明科納司精密股份有限公司","MIXNUS TAIWAN FINE TECH Co. Ltd.","新竹縣竹北市隘口里高鐵七路65號17樓之6","17F.-6, No. 65, Gaotie 7th Rd., Aikou Vil., Zhubei City, Hsinchu County 30273, Taiwan (R.O.C.)","林O英","0936605147","","有","有"
"59004636","20171218","20210813","雅裕盛國際有限公司","Sophisti-Trade International CO., LTD.","雲林縣斗六市公正里莊敬路228號2樓","2 F., No. 228, Zhuangjing Rd., Gongzheng Vil., Douliu City, Yunlin County 64043, Taiwan (R.O.C.)","詹O玲","05-5322535","05-5322535","有","有"
"59004679","20171215","20250515","矽方科技股份有限公司","Intelligent Silicon Solution Corporation","","","","0928853412","","無","無"
"59004707","20090203","20210813","正和實業股份有限公司","JENT HO INDUSTRY CO., LTD.","彰化縣秀水鄉安溪村彰鹿路50號","No. 50, Zhanglu Rd., Xiushui Township, Changhua County 50444, Taiwan (R.O.C.)","施O錦鳳","04-7696208","04-7697755","有","有"
"59005038","20200910","20210812","青青山丘國際有限公司","GREENGREEN LAND INTERNATIONAL CO., LTD.","嘉義縣中埔鄉金蘭村10鄰頂山門6-29號","No. 6-29, Dingshanmen, 10th Neighborhood, Zhongpu Township, Chiayi County 60665, Taiwan (R.O.C.)","李O樺","05-2303999","","有","有"
"59005115","20171207","20210814","台灣智能製造股份有限公司","Taiwan intelligentech Manufacturing Co., Ltd.","新竹市東區光明里光復路二段101號","No. 101, Sec. 2, Guangfu Rd., Guangming Vil., East Dist., Hsinchu City 30013, Taiwan (R.O.C.)","司O良","0919-920158","","有","有"
"59005500","20180116","20210814","中興貿易行股份有限公司","THL Zhongxing International trading Co., Ltd.","基隆市中正區義一路14號","No. 14, Yi 1st Rd., Zhongzheng Dist., Keelung City 20241, Taiwan (R.O.C.)","陳O天","02-25067777","","有","有"
"59005570","20200831","20210815","大白象農業發展股份有限公司","Holy Elephant Agricultural Development Co., Ltd.","花蓮縣花蓮市國福里中山路二段1-2號","No. 1-2, Sec. 2, Zhongshan Rd., Guofu Vil., Hualien City, Hualien County 97078, Taiwan (R.O.C.)","蕭O后","03-8567183","","有","有"
"59005804","20171225","20210813","巨豐精工實業有限公司","Great Fong Precision Industry Co., Ltd.","彰化縣花壇鄉中庄村中山路一段12巷48號","No. 48, Ln. 12, Sec. 1, Zhongshan Rd., Huatan Township, Changhua County 50343, Taiwan (R.O.C.)","蕭O豐","04-7867049","04-7870849","有","有"
"59005950","20240522","20240605","銘立興國際有限公司","MING LI XING CO., LTD.","彰化縣埔鹽鄉太平村成功一路80號","No. 80, Chenggong 1st Rd., Puyan Township, Changhua County 516017, Taiwan (R.O.C.)","陳O駿","0927611619","","有","有"
"59006183","20171219","20210814","為宏科技有限公司","WEI HORNG TECHNOLOGY CO., LTD.","新竹縣竹北市鹿場里成功七街33號1樓","1 F., No. 33, Chenggong 7th St., Luchang Vil., Zhubei City, Hsinchu County 30264, Taiwan (R.O.C.)","朱O彤","03-5505189","","有","有"
"59006374","20171211","20210814","義商吉多有限公司","A&G food and beyond co.","彰化縣田尾鄉溪畔村民生路一段14號","No. 14, Sec. 1, Minsheng Rd., Tianwei Township, Changhua County 52250, Taiwan (R.O.C.)","GOIDOBENITOSECCHI","0905968839","04-23758689","有","有"
"59006825","20171227","20221214","庚美有限公司","KENGMEI COMPANY LIMITED","花蓮縣吉安鄉仁里村南埔十六街65號1樓","1F., No. 65, Ji’an Township,  Hualien County 973038, Taiwan (R.O.C.)","郭O玲","03-8351651","","有","有"
"59006830","20171213","20231019","日商綠廣股份有限公司台灣分公司","GREEN FIELD CO., INC. TAIWAN BRANCH(JAPAN)","臺北市松山區復興北路369號4樓","4 F., No. 369, Fuxing N. Rd., Songshan Dist., Taipei City 10541, Taiwan (R.O.C.)","佐O滋SatoShigeru","02-2718-8105","02-2718-8107","有","有"
"59006894","20200219","20210814","利冠科技有限公司","Leading Green Energy Corp.","新竹市東區龍山里崇和路5號12樓","12 F., No. 5, Chonghe Rd., Longshan Vil., East Dist., Hsinchu City 30072, Taiwan (R.O.C.)","温O中","035355809","","有","有"
"59007084","20171213","20240906","新加坡商星沃恪股份有限公司台灣分公司","SALESWORKS PTE. LTD. TAIWAN BRANCH (SINGAPORE)","臺北市南港區忠孝東路7段369號7樓","7 F., No. 369, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City 115011, Taiwan (R.O.C.)","MOrtinJohnGOffney","02-77303233","","有","有"
"59007253","20230710","20230711","臻綠農業生技有限公司","JEN-GREEN AGRI BIOTECH CO., LTD.","雲林縣斗六市林頭里林頭路96號1樓","1F. No. 96, Lintou, Douliu City, Yunlin County 640112, Taiwan (R.O.C.)","陳O獎","05-5831556","","無","無"
"59007269","20001206","20240413","申亞金屬工業有限公司","SHEM YA METALS INDUSTRY CO., LTD.","彰化縣花壇鄉白沙村虎山街431號","No. 431, Hushan St., Huatan Township, Changhua County 503005, Taiwan (R.O.C.)","蘇O傑","047-862557","04-7869557","有","有"
"59007367","20171222","20230223","源隆企業有限公司","Long Source enterprise co., Ltd.","臺北市中山區松江路313巷14號1樓","1 F., No. 14, Ln. 313, Songjiang Rd., Zhongshan Dist., Taipei City 104070, Taiwan (R.O.C.)","陳O雪","02-24233294","","有","有"
"59007401","19790403","20210813","福盛製罐工廠股份有限公司","FU SHING CAN & METAL MFG. CO., LTD.","彰化縣花壇鄉金墩村金墩街200號","No. 200, Jindun St., Huatan Township, Changhua County 50343, Taiwan (R.O.C.)","郭O德","04-8528211","04-8528216","有","有"
"59007704","20011102","20210813","連傳紡織股份有限公司","LINING CHUAN TEXTILE CO., LTD.","彰化縣和美鎮塗厝里思北路251巷6號","No. 6, Ln. 251, Sibei Rd., Tucuo Vil., Hemei Township, Changhua County 50851, Taiwan (R.O.C.)","陳O金","04-7552855","","有","有"
"59007839","20171213","20230808","馬來西亞商信企環球股份有限公司台灣分公司","SG Global Support Services Sdn. Bhd., Taiwan Branch (Malaysia)","臺北市松山區民生東路三段101號7樓、7樓之1、7樓之2","7F.-1, 7 F., No. 101, Sec. 3,  Minsheng E. Rd., Songshan Dist.,  Taipei City 105007, Taiwan (R.O.C.)","劉O冰LowLayPin","02-77322377","","有","有"
"59007850","19981014","20230113","明洲鐵工廠有限公司","MING JOU MACHINERY WORKS CO., LTD.","彰化縣彰化市桃源里龍涎路81號","No. 81, Longxian Rd., Taoyuan Vil., Changhua City, Changhua County 500034, Taiwan (R.O.C.)","蔡O芳","04-7223406","04-7223442","有","有"
"59007916","20250606","20250606","方俊工程有限公司","Fang Jun Engineering LTD.","新竹縣竹東鎮員山路78巷16號1樓","1 F., No. 16, Ln. 78, Yuanshan Rd., Zhudong Township, Hsinchu County 310021, Taiwan (R.O.C.)","黃O麟","03-5833339","","有","有"
"59007937","20171220","20210815","愛捷威國際有限公司","I-JWAY INTERNATIONL CO., LTD.","新北市汐止區龍安路1號11樓之2","11F.-2, No. 1, Long’an Rd., Xizhi Dist., New Taipei City 22167, Taiwan (R.O.C.)","任O萱","02-26411220","02-26411320","有","有"
"59008318","19830729","20250611","利奇機械工業股份有限公司","LEE CHI ENTERPRISES COMPANY LTD.","彰化縣彰化市石牌路一段112號","No. 112, Sec. 1, Shipai Rd., Changhua City, Changhua County 500040, Taiwan (R.O.C.)","林O新","04-7382121-5","04-7382434","有","有"
"59008350","20171219","20210815","久傑科技有限公司","JIU JIE Technology Co., Ltd.","新竹縣芎林鄉文山路989號","No. 989, Wenshan Rd., Qionglin Township, Hsinchu County 30741, Taiwan (R.O.C.)","梁O傑","03-5926061","","有","有"
"59008422","20050818","20221104","義隆洋傘工業股份有限公司","YEE LONG UMBRELLA INDUSTRIAL CO., LTD.","彰化縣和美鎮鎮平里彰草路二段481巷14號","No. 14, Ln. 481, Sec. 2, Zhangcao Rd., Zhenping Vil., Hemei Township, Changhua County 508001, Taiwan (R.O.C.)","楊O柳","04-7526120","04-7614769","有","有"
"59009061","20240730","20250501","冠天下國際有限公司","GTS-INT GROUP CO., LTD.","臺北市大安區信義路4段1號2樓","2 F., No. 1, Sec. 4, Xinyi Rd., Da'an Dist., Taipei City 106684, Taiwan (R.O.C.)","陳O銘","","","有","有"
"59009766","20240418","20240418","全方位育樂有限公司","Check Fun Way Sports CO., LTD.","彰化縣員林市三條里員林大道三段191號","No. 191, Sec. 3, Yuanlin Blvd., Santiao Vil., Yuanlin City, Changhua County 510005, Taiwan (R.O.C.)","張O鈞","","","有","有"
"59009793","20171222","20210816","薩摩亞商楨麗有限公司台灣分公司","GOLDEN MORNING LIMITED (Samoa) Taiwan Branch","高雄市鼓山區青海路155號","No. 155, Qinghai Rd., Gushan Dist., Kaohsiung City 80460, Taiwan (R.O.C.)","黃O傑Huang,WEI-CHIEH","07-5229896","","無","無"
"59010010","20180202","20241017","順發漁業有限公司","Shun Fa Fisheries Co., Ltd.","彰化縣和美鎮糖友里糖東二街22號1樓","1 F., No. 22, Tangdong 2nd St., Tangyou Vil., Hemei Township, Changhua County 508015, Taiwan (R.O.C.)","","0923-001001","","無","無"
"59010362","20180129","20210816","馬來西亞商手作喆學股份有限公司台灣分公司","85 DEGREE CO., LTD. TAIWAN BRANCH (MALAYSIA)","臺中市西區中興里中興街183號1、2樓","2 F., No. 183, Zhongxing St., Zhongxing Vil., West Dist., Taichung City 40350, Taiwan (R.O.C.)","陳O喆CHEN,LI-CHE","04-35039090#310","04-23507570","有","有"
"59010481","20171214","20230106","馨芳白有限公司","ORIGINAL COLOR SUPER CO., LTD.","新竹市香山區香山里大庄路118巷20號","No. 20, Ln. 118, Dazhuang Rd., Xiangshan Vil., Xiangshan Dist., Hsinchu City 300101, Taiwan (R.O.C.)","張O瑀","0922913575","","無","無"
"59010813","20181129","20210813","勁登農業資材有限公司","KINGDOM WIRE ENTERPRISE CO., LTD.","彰化縣大村鄉大村村中正西路280巷2弄建56號","No. 56, Aly. 2, Ln. 280, Zhongzheng W. Rd., Dacun Township, Changhua County 51543, Taiwan (R.O.C.)","張O閎","04-8536026","04-8536017","有","有"
"59010861","20180529","20230804","上弘能源有限公司","SHANG-HUNG ENERGY CO., LTD.","高雄市鳳山區頂明路308號","No. 308, Dingming Rd., Fengshan Dist., Kaohsiung City 830070, Taiwan (R.O.C.)","陳O烽","0925383090","","有","有"
"59011117","20191105","20210814","池御科技有限公司","chisu Co., Ltd.","屏東縣佳冬鄉石光村24鄰石光街115號","No. 115, Shiguang St., 24th Neighborhood, Jiadong Township, Pingtung County 93145, Taiwan (R.O.C.)","蔡O芬","03-6573198","03-5167191","有","有"
"59011236","19820305","20220615","大鐘嬰兒用品股份有限公司","FARLING INDUSTRIAL CO., LTD.","彰化縣線西鄉頂犁村和線路502號","No. 502, Ho Hsien Road, Hsien Hsi Hsiang, Changhua Hsien, Taiwan","謝O忠","04-7585577","","有","有"
"59011502","20171225","20221118","美商川斯萊緹股份有限公司台灣分公司","Translarity, Inc. Taiwan Branch (U.S.A.)","新竹縣竹北市文孝街42號","No. 42, Wenxiao St., Zhubei City, Hsinchu County 302007, Taiwan (R.O.C.)","徐O忠ThompsonHsu","02-27251134","02-27251146","有","有"
"59011670","19980521","20210812","生耀興業股份有限公司","SHENG YOUW ENTERPRISE CO., LTD.","彰化縣伸港鄉曾家村曾家路3之1號","No. 3-1, Zengjia Rd., Shengang Township, Changhua County 50956, Taiwan (R.O.C.)","曾O發","04-7982231","04-7989022","有","有"
"59012565","20230824","20230824","友鮮國際有限公司","FRIENDLYMEAT LTD.","新竹縣竹北市新社里環北路三段161號","No. 161, Sec. 3, Huanbei Rd., Xinshe Vil., Zhubei City, Hsinchu County 302004, Taiwan (R.O.C.)","周O煬","03-5538627","","有","有"
"59012586","20120501","20230422","慶源彩色印刷股份有限公司","CHIN YUEN COLOR PRINTING CO., LTD.","彰化縣彰化市南瑤里民族路154號","No. 154, Minzu Rd., Nanyao Vil., Changhua City, Changhua County 500024, Taiwan (R.O.C.)","林O汶","04-7243807","04-7247938","有","有"
"59012869","20041210","20210815","東印企業股份有限公司","DONG IN ENTERPRISE CO., LTD.","彰化縣和美鎮頭前里福北路121號","No. 121, Fubei Rd., Touqian Vil., Hemei Township, Changhua County 50851, Taiwan (R.O.C.)","張O通","04-7355621","04-7355168","有","有"
"59012896","19990205","20210811","施洽成撚線廠","SU-HSIA-CHERN MFG. FACTORY","彰化縣福興鄉橋頭村彰鹿路７段１１２巷８７號","No. 87, Ln. 112, Sec. 7, Zhanglu Rd., Fuxing Township, Changhua County 50661, Taiwan (R.O.C.)","劉O閔","04-7772549","04-7760975","有","有"
"59013038","20171227","20210813","富鴻發能源科技有限公司","Full Home Green Energy Inc.","新竹縣竹北市自強南路8號8樓之9","8F.-9, No. 8, Ziqiang S. Rd., Zhubei City, Hsinchu County 30264, Taiwan (R.O.C.)","蒲O豪","0939060051","","有","有"
"59013327","20190809","20220826","磊石科技整合股份有限公司","Four Stone Marketing Technology Co., Ltd.","臺東縣臺東市新生里傳廣路364號1樓","1 F., No. 364, Chuanguang Rd., Xinsheng Vil., Taitung City, Taitung County 95049, Taiwan (R.O.C.)","陳O杰","089-331109","089-330046","有","有"
"59013353","20180221","20210816","香港商酷旺科技有限公司台灣分公司","Kuone (HK) Technology Limited Taiwan Branch","臺北市中正區螢圃里重慶南路3段129號三樓","3 F., No. 129, Sec. 3, Chongqing S. Rd., Yingpu Vil., Zhongzheng Dist., Taipei City 10083, Taiwan (R.O.C.)","林O淵LIN,SHIH-YUAN","02-27730099#200","","有","有"
"59014162","20180202","20231014","上方資產管理有限公司","SON FAN asset management CO., LTD.","苗栗縣苗栗市上苗里站前1號14樓之3","14 F.-3, No. 1, Zhanqian, Shangmiao Vil., Miaoli City, Miaoli County 360003, Taiwan (R.O.C.)","","037-268020","037-268060","無","無"
"59014310","19780603","20210813","台川實業股份有限公司","TAI CHUAN PLASTICS CO., LTD.","彰化縣彰化市中庄里彰南路一段117巷16號","No. 16, Ln. 117, Sec. 1, Zhangnan Rd., Zhongzhuang Vil., Changhua City, Changhua County 50092, Taiwan (R.O.C.)","蘇O筑","047-23628","","有","有"
"59014542","20180809","20230112","威力漁業顧問有限公司","Willie Fisheries consultant Limited company","雲林縣斗南鎮舊社里興國路157號1樓","1 F., No. 157, Xingguo Rd., Jiushe Vil., Dounan Township, Yunlin County 630047, Taiwan (R.O.C.)","陳O鴻","05-5951366","05-5974509","無","無"
"59014629","20171219","20210813","宗樺國際食品有限公司","ZONG HUA INTERNATIONAL FOOD CO., LTD.","雲林縣元長鄉合和村三房85號","No. 85, Hehe, Yuanzhang Township, Yunlin County 65542, Taiwan (R.O.C.)","蔡O志","05-7882188","05-7889999","有","有"
"59014971","20171226","20220311","橙上澄國際有限公司","ORANGE PLUS INTERNATIONAL CO., LTD.","新竹縣竹北市東平里文興路1段372號10樓之1","10F.-1, No. 372, Sec. 1, Wenxing Rd., Dongping Vil., Zhubei City, Hsinchu County 30272, Taiwan (R.O.C.)","蘇O澄","03-5965050","","無","無"
"59015042","20171219","20210815","大力山美企業有限公司","Power & Beauty Enterprise Co., Ltd.","嘉義市忠孝路790之3號13樓之2","13F.-2, No. 790-3, Zhongxiao Rd., East Dist., Chiayi City 60080, Taiwan (R.O.C.)","黃O慧","0932557994","","有","有"
"59015205","20180118","20231228","博秦精密工業有限公司","Bo Qin Precision Industry CO., LTD.","新北市三重區三和路4段16號6樓之6","6 F.-6, No. 16, Sec. 4, Sanhe Rd., Sanchong Dist., New Taipei City 241721, Taiwan (R.O.C.)","林O如","","","有","有"
"59015556","20171218","20210814","泳旭應用材料有限公司","ILLA APPLIED MATERIALS CO., LTD.","基隆市暖暖區碇和里暖碇路38巷72號3樓之1","3F.-1, No. 72, Ln. 38, Nuanding Rd., Dinghe Vil., Nuannuan Dist., Keelung City 20545, Taiwan (R.O.C.)","陳O輝","02-24586950","","有","有"
"59015649","19811029","20210815","濠榮紡織工業股份有限公司","TAI RAAN TEXTILE INDUSTRY CO., LTD.","彰化縣和美鎮嘉犁里彰和路二段852號","No. 852, Sec. 2, Zhanghe Rd., Jiali Vil., Hemei Township, Changhua County 50850, Taiwan (R.O.C.)","黃O雲","047-357146","","有","有"
"59015731","19771004","20221221","東玉紡織股份有限公司","TUNG YU TEXTILE CO., LTD.","彰化縣芬園鄉縣庄村彰南路2段577號","No. 577, Sec. 2, Zhangnan Rd., Xianzhuang Vil., Fenyuan Township,  Changhua County 502005, Taiwan (R.O.C.)","柯O明","049-2525789","","有","有"
"59015795","20031126","20221028","泰源塑膠企業社","THAI YUAN PLASTIC CO.","彰化縣芬園鄉芬園村美華路１０４號","No. 104, Meihua Rd., Fenyuan Vil., Fenyuan Township,  Changhua County 502001, Taiwan (R.O.C.)","張O偉","049-2526826","049-2526825","無","無"
"59015872","20190926","20250528","香港商香港大洋行有限公司台灣分公司","DAYANGHANG ALLIANCE (HK) LIMITED TAIWAN BRANCH","新北市土城區中正路1號6樓之2","6 F.-2, No. 1, Zhongzheng Rd., Tucheng Dist., New Taipei City 236035, Taiwan (R.O.C.)","常O安CHANG,CHING-AN","02-23677222","","有","有"
"59015991","20190513","20230706","富雅居廚櫃有限公司","Fu Yaju Co., Ltd.","彰化縣彰化市茄南里茄苳路二段1巷臨108號","No. 108, Ln. 1, Sec. 2, Jiadong Rd., Jianan Vil., Changhua City, Changhua County 500044, Taiwan (R.O.C.)","兵O哲","04-7330705","04-7356578","有","有"
"59016154","20210911","20250612","琞鑫地產開發股份有限公司","Sheng Xin Health Enterprise Co., Ltd.","金門縣金城鎮民族路314號1樓","1 F., No. 314, Minzu Rd., Jincheng Township, Kinmen County 893012, Taiwan (R.O.C.)","王O","0937697119","","有","有"
"59016534","20011024","20210811","正太木器工廠","CHENG-TAI WORKS","彰化縣鹿港鎮泰興里復興路安平巷二七號","No. 27, Anping Ln., Fuxing Rd., Taixing Vil., Lukang Township, Changhua County 50569, Taiwan (R.O.C.)","李O光","04-7773971","04-7773971","有","有"
"59016561","20171220","20250415","遠方貿易有限公司","Uan fang trading company ltd","雲林縣斗六市鎮南里武陵街59號六樓","6 F., No. 59, Wuling St., Zhennan Vil., Douliu City, Yunlin County 640013, Taiwan (R.O.C.)","李O","","","有","有"
"59016653","19860905","20230329","富生醫藥生技股份有限公司","FUSENG PHARMACEUTICAL FACTORY CO., LTD.","臺中市南屯區寶山里工業區23路19號1樓","1 F., No. 19, Gongyequ 23rd Rd., Baoshan Vil., Nantun Dist., Taichung City 408017, Taiwan (R.O.C.)","林O真","04-23590182","","有","有"
"59016669","19800318","20240722","彰化鍊水科技股份有限公司","CHANG HUA WATER REFINER TECHNOLOGY CO., LTD.","彰化縣彰化市快官里彰南路4段302之1號","No. 302-1, Sec. 4, Zhangnan Rd., Kuaiguan Vil., Changhua City, Changhua County 500042, Taiwan (R.O.C.)","曾O豐","04-7388220","04-7373156","有","有"
"59016838","20210323","20210815","旻泰鑄造有限公司","MIN TI CASTING CO., LTD.","屏東縣潮州鎮光華里南京度145號1樓","1 F., No. 145, Guanghua Vil., Chaozhou Township, Pingtung County 920, Taiwan (R.O.C.)","許O富","08-8685231","08-8682371","有","有"
"59016963","19900801","20210813","永松五金廠股份有限公司","YUNG SUNG HARDWARE CO., LTD.","彰化縣彰化市延和里埔內街455巷65號","No. 65, Ln. 455, Punei St., Yanhe Vil., Changhua City, Changhua County 50064, Taiwan (R.O.C.)","黃O美慧","04-7627126","","有","有"
