"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"39000400","20151214","20210812","力元工業社","LYRUN INDUSTRY CO.","臺中市大雅區大楓里前村路８２巷１７號１樓","1 F., No. 17, Ln. 82, Qiancun Rd., Dafeng Vil., Daya Dist., Taichung City 42846, Taiwan (R.O.C.)","劉O竹","04-25607909","04-25609080","有","有"
"39014517","19750627","20230414","中國貨櫃運輸股份有限公司","CHINA CONTAINER TERMINAL CORP.","新北市汐止區大同路3段275號","No. 275, Sec. 3, Datong Rd., Xizhi Dist., New Taipei City 221041, Taiwan (R.O.C.)","林O年","02-86482211","02-26491299","有","有"
"39022538","19750501","20240711","立峯化工實業股份有限公司","LI FUNG CHEMICAL IND. CO., LTD.","新北市瑞芳區𫙮魚坑路266號","No. 266, Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)","余O毅","02-25516669","","有","有"
"39035301","19980821","20210815","立豐炭酸股份有限公司","LI FONG CARBON DIOXIDE CO., LTD.","新北市汐止區南興路8號","No. 8, Nanxing Rd., Xizhi Dist., New Taipei City 22179, Taiwan (R.O.C.)","張O堅","02-26412660","02-26416466","有","有"
"39040705","20021003","20240319","光利商號","KUANG LI SIR SHOP","新北市瑞芳區明燈路3段2號(瑞芳第一公有零售市場)","No. 2, Sec. 3, Mingdeng Rd., Ruifang Dist., New Taipei City 224001, Taiwan (R.O.C.)","莊O遠","02-25713210","02-24632669","有","有"
"39053709","20191227","20191227","新北市貢寮區漁會","NEW TAIPEI CITY GONGLIAO FISHERMAN'S ASSOCIATION","新北市貢寮區真理里新港街91號","NO. 91, XINGANG ST., GONGLIAO DIST., NEW TAIPEI CITY 22844, TAIWAN (R.O.C.)","陳O光","02-24901193","","有","有"
"39054405","19741202","20230328","李長榮化學工業股份有限公司","LCY CHEMICAL CORP.","高雄市小港區中林路3號","No. 3, Zhonglin Rd., Xiaogang Dist., Kaohsiung City 812039, Taiwan (R.O.C.)","洪O興","02-27631611","02-27645749","有","有"
"39063328","20020924","20210811","林茂商店","LIN MAO SHOP","新北市雙溪區大同街１－１號市場內","No. 1-1, Datong St., Shuangxi Dist., New Taipei City 22744, Taiwan (R.O.C.)","林O洪阿霞","25713210","24632669","有","有"
"39064537","19771015","20210814","金華電子股份有限公司","KING WAHOO ELECTRONICS CO., LTD.","基隆市七堵區百三街105-4號","No. 105-4, Bai 3rd St., Qidu Dist., Keelung City 20648, Taiwan (R.O.C.)","楊O福","02-24516164","02-24516213","有","有"
"39066107","20150422","20210811","迷你釣具","MINI-FISHING STORE","臺中市東區東信里樂業路３２８號１樓","1 F., No. 328, Leye Rd., Dongxin Vil., East Dist., Taichung City 40153, Taiwan (R.O.C.)","朱O羅","04-22134030","","有","有"
"39095237","20021002","20210811","秋江號","CHIU CHIANG SHOP","新北市瑞芳區明燈路3段2號","No. 2, Sec. 3, Mingdeng Rd., Ruifang Dist., New Taipei City 22441, Taiwan (R.O.C.)","黃O蓁","02-25713210","02-24632669","有","有"
"39173205","19910805","20230719","立煜企業股份有限公司","QUADRANT INTERNATIONAL CO., LTD.","新北市瑞芳區逢甲路27號","No. 27, Fengjia Rd., Ruifang Dist., New Taipei City 224003, Taiwan (R.O.C.)","李O立","02-2457-6016","","有","有"
"39189403","20021015","20210812","新裕發商號","HSING YU FA SHOP","新北市瑞芳區魚寮路20之2號","No. 20-2, Yuliao Rd., Ruifang Dist., New Taipei City 22446, Taiwan (R.O.C.)","周O惠","25713210","24632669","有","有"
"39207508","19750103","20210814","嘉陽實業股份有限公司","CHIA YANG INDUSTRIAL CO., LTD.","新北市汐止區大同路2段240號17樓之3","17F.-3, No. 240, Sec. 2, Datong Rd., Xizhi Dist., New Taipei City 22184, Taiwan (R.O.C.)","顏O波","02-27627299","02-27482762","有","有"
"39209203","19910810","20210815","雷昇科技股份有限公司","RASER TECHNOLOGY CO., LTD.","臺北市大安區和平東路3段258號7樓之3","7F.-3, No. 258, Sec. 3, Heping E. Rd., Da’an Dist., Taipei City 10674, Taiwan (R.O.C.)","謝O源","02-27907676","02-27907616","有","有"
"39210503","19920131","20210903","台豐鐵工廠","TAI FENG IRON WORKS","新北市汐止區忠孝東路419號4樓之3","4F.-3, No. 419, Zhongxiao E. Rd., Xizhi Dist., New Taipei City 22165, Taiwan (R.O.C.)","蘇O富","02-26412082","02-26415351","無","無"
"39227119","19880826","20240712","環球倉儲股份有限公司","UNIVERSAL CONTAINER TERMINAL CO., LTD.","新北市汐止區大同路3段585號","No. 585, Sec. 3, Datong Rd., Xizhi Dist., New Taipei City 22173, Taiwan (R.O.C.)","李O銘","02-26416230","02-86482934","有","有"
"39237708","20021003","20210812","泉利獸肉","CHUAN LI SIR SHOP","新北市瑞芳區基山路九份市場內","Jishan St., Ruifang Dist., New Taipei City 22448, Taiwan (R.O.C.)","賴O河","02-25713210","02-24632669","有","有"
"39602867","19950228","20230401","貿立實業股份有限公司","MORE STANDING ENTERPRISE CO., LTD.","雲林縣斗六市久安里雲林路三段537號","No. 537, Sec. 3, Yunlin Rd., Jiu’an Vil., Douliu City, Yunlin County 640101, Taiwan (R.O.C.)","劉O文","05-5222711","05-5222710","有","有"
"39603922","20021203","20230313","欣益電子有限公司","Y&L COMMUNICATION INC.","臺北市北投區石牌路2段90巷17號3樓","3 F., No. 17, Ln. 90, Sec. 2, Shipai Rd., Beitou Dist., Taipei City 112062, Taiwan (R.O.C.)","陳O晋","89191716","89191754","無","無"
"39604020","19990421","20230614","暾樺實業有限公司","TUEN HUA INDUSTRIAL CO., LTD.","新北市汐止區秀峰路81巷33號2樓","2 F., No. 33, Ln. 81, Xiufeng Rd., Xizhi Dist., New Taipei City 221030, Taiwan (R.O.C.)","","02-26461772","02-26465779","無","無"
