"統一編號","原始登記日期","核發日期","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址","代表人","電話號碼","傳真號碼","進口資格","出口資格"
"07010714","19750115","20210813","力生機械有限公司","LI SHEN MACHINERY LTD.","臺北市大同區哈密街59巷53弄1之2號","No. 1-2, Aly. 53, Ln. 59, Hami St., Datong Dist., Taipei City 10371, Taiwan (R.O.C.)","謝O儀","02-25916513","","有","有"
"07010756","19770317","20250524","大立商行有限公司","TALI METALS CORP.","臺北市士林區天玉街16巷1號3樓","3 F., No. 1, Ln. 16, Tianyu St., Shilin Dist., Taipei City 111047, Taiwan (R.O.C.)","黃O博","02-28748039","02-28748333","有","有"
"07014900","19790105","20240724","大宇鋼鐵股份有限公司","COSMOS STEEL SHEET CO., LTD","臺北市大安區新生南路1段121號3樓","3 F., No. 121, Sec. 1, Xinsheng S. Rd., Da’an Dist., Taipei City 10653, Taiwan (R.O.C.)","陳O豪","02-2721-6215-8","","有","有"
"07014916","19790507","20210815","大同染整股份有限公司","TA TUNG DYEING & FINISHING CO., LTD.","臺北市大同區塔城街66號3樓","3 F., No. 66, Tacheng St., Datong Dist., Taipei City 10343, Taiwan (R.O.C.)","葉O發","02-25217200","","有","有"
"07015014","19750124","20230608","大宇紡織股份有限公司","UNIVERSAL TEXTILE CO., LTD.","臺北市大同區西寧北路62之5號7樓","7 F., No. 62-5, Xining N. Rd., Datong Dist., Taipei City 103601, Taiwan (R.O.C.)","陳O銘","02-25523977","02-25523701","有","有"
"07015204","19841121","20210814","大同茶業股份有限公司","TA TUNG TEA CO., LTD.","新北市土城區自強街22號","No. 22, Ziqiang St., Tucheng Dist., New Taipei City 23678, Taiwan (R.O.C.)","林O騰","02-22684145","02-22684147","有","有"
"07015324","19720708","20210815","世潮企業股份有限公司","MODERN ENTERPRISES CO., LTD.","臺北市內湖區瑞光路607號8樓","8 F., No. 607, Ruiguang Rd., Neihu Dist., Taipei City 11492, Taiwan (R.O.C.)","陳O穎","02-27986888","02-27986168","有","有"
"07015909","19940428","20221222","三合興藥業有限公司","SAN HO SHING ENTERPRISE CO., LTD.","新北市中和區建一路7號4樓","4 F., No. 7, Jian 1st Rd., Zhonghe Dist., New Taipei City 235029, Taiwan (R.O.C.)","","02-32342211","02-32341100","無","無"
"07016941","19880428","20210812","大利特殊鋼股份有限公司","CHINA TAH LEE SPECIAL STEEL CO., LTD.","新北市新莊區瓊林南路137號","No. 137, Qionglin S. Rd., Xinzhuang Dist., New Taipei City 24263, Taiwan (R.O.C.)","陳O慧真","02-22025927","02-22026275","有","有"
"07020305","19620401","20231026","三明貿易有限公司","SAN MING TRADING CO., LTD.","新北市新店區中正路102巷9弄8號1樓","1 F., No. 8, Aly. 9, Ln. 102, Zhongzheng Rd., Xindian Dist., New Taipei City 23146, Taiwan (R.O.C.)","吳O澤","02-2391-3748","2392-2947","有","有"
